"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,          76,      -10.17982419,      -10.17104515,      -9.837024948,      -8.384427992
          0,           0,          77,      -10.22171864,      -10.21369254,      -9.878810236,      -8.426281146
          0,           0,          78,      -10.26365171,      -10.25621269,      -9.920612289,      -8.468172563
          0,           0,          79,      -10.30555496,       -10.2987358,      -9.962430914,      -8.510039912
          0,           0,          80,      -10.34745444,      -10.34118906,      -10.00423953,      -8.551905889
          0,           0,          81,      -10.38919994,       -10.3834704,      -10.04594705,      -8.593623775
          0,           0,          82,      -10.43083513,      -10.42562271,      -10.08752996,      -8.635229389
          0,           0,          83,        -10.472416,      -10.46766501,      -10.12907408,      -8.676785341
          0,           0,          84,      -10.51391344,      -10.50957879,      -10.17052522,      -8.718259117
          0,           0,          85,      -10.55534041,      -10.55136296,      -10.21190555,      -8.759666258
          0,           0,          86,      -10.59670441,      -10.59305946,      -10.25322343,      -8.801012078
          0,           0,          87,      -10.63806164,      -10.63470938,      -10.29453091,      -8.842353119
          0,           0,          88,      -10.67937961,      -10.67631032,      -10.33580643,      -8.883656364
          0,           0,          89,      -10.72062833,      -10.71782521,        -10.377017,      -8.924891443
          0,           0,          90,      -10.76180862,      -10.75923343,      -10.41817242,      -8.966060349
          0,           0,          91,      -10.80294083,      -10.80054681,      -10.45927674,      -9.007181722
          0,           0,          92,      -10.84405321,      -10.84177156,      -10.50035964,      -9.048284467
          0,           0,          93,      -10.88516771,      -10.88295513,      -10.54143903,       -9.08939002
          0,           0,          94,      -10.92628911,      -10.92413051,      -10.58251642,      -9.130503602
          0,           0,          95,      -10.96742023,      -10.96532224,      -10.62359977,      -9.171627467
          0,           0,          96,      -11.00855678,       -11.0065315,      -10.66468378,      -9.212756938
          0,           0,          97,      -11.04966768,      -11.04774462,      -10.70574758,      -9.253861197
          0,           0,          98,      -11.09072074,      -11.08891775,      -10.74675844,       -9.29490804
          0,           0,          99,       -11.1317175,      -11.13000326,      -10.78772527,      -9.335899715
          0,           0,         100,      -11.17265302,      -11.17099715,       -10.8286366,      -9.376830506
          0,           0,         101,      -11.21353518,      -11.21190566,      -10.86949977,      -9.417708425
          0,           0,         102,      -11.25438796,      -11.25276217,      -10.91033225,      -9.458557266
          0,           0,         103,       -11.2952266,      -11.29360274,      -10.95114672,      -9.499392721
          0,           0,         104,      -11.33603716,      -11.33445446,      -10.99192813,      -9.540200338
          0,           0,         105,      -11.37682106,      -11.37530276,      -11.03267963,      -9.580981463
          0,           0,         106,       -11.4175777,      -11.41612951,       -11.0734065,      -9.621735781
          0,           0,         107,      -11.45828556,      -11.45689982,      -11.11408836,      -9.662441526
          0,           0,         108,      -11.49894195,      -11.49758736,      -11.15472596,      -9.703095903
          0,           0,         109,      -11.53957494,      -11.53820169,      -11.19534367,       -9.74372712
          0,           0,         110,      -11.58021389,      -11.57879315,      -11.23596541,      -9.784364546
          0,           0,         111,      -11.62085746,      -11.61939513,      -11.27658613,      -9.825006403
          0,           0,         112,      -11.66151416,      -11.66002906,      -11.31721434,      -9.865661597
          0,           0,         113,      -11.70216642,      -11.70068821,      -11.35783265,      -9.906312559
