0	0
0.000124982	0.161174253
0.000374926	0.471754014
0.000624834	0.731856227
0.000874704	0.903079629
0.001124538	0.985022843
0.001374334	1.008518934
0.001624094	1.007935524
0.001873816	1.003499031
0.002123502	1.001233339
0.00237315	1.000744224
0.002622762	1.00080657
0.002872337	1.000889301
0.003121874	1.000916243
0.003371375	1.000919223
0.003620839	1.000918388
0.003870265	1.000918269
0.004119655	1.000918388
0.004369008	1.00091815
0.004618323	1.000917673
0.004867602	1.000916719
0.005116844	1.000915408
0.005366048	1.000913858
0.005615216	1.00091207
0.005864347	1.000909925
0.00611344	1.00090766
0.006362497	1.000905037
0.006611517	1.000902414
0.0068605	1.000899434
0.007109446	1.000896335
0.007358355	1.000893116
0.007607226	1.000889659
0.007856061	1.000886083
0.008104859	1.000882387
0.00835362	1.000878453
0.008602344	1.0008744
0.008851032	1.000870228
0.009099682	1.000865936
0.009348295	1.000861645
0.009596871	1.000857115
0.00984541	1.000852346
0.010093912	1.000847697
0.010342377	1.00084281
0.010590806	1.000837803
0.010839197	1.000832558
0.011087551	1.000827312
0.011335869	1.000822067
0.011584149	1.000816584
0.011832393	1.0008111
0.0120806	1.000805378
0.012328769	1.000799656
0.012576901	1.000793695
0.012824997	1.000787735
0.013073056	1.000781775
0.013321078	1.000775576
0.013569063	1.000769258
0.01381701	1.000762939
0.014064922	1.000756502
0.014312796	1.000749826
0.014560633	1.000743151
0.014808433	1.000736475
0.015056197	1.000729561
0.015303923	1.000722647
0.015551612	1.000715733
0.015799265	1.00070858
0.016046881	1.000701308
0.016294459	1.000694036
0.016542001	1.000686646
0.016789506	1.000679255
0.017036974	1.000671744
0.017284405	1.000664115
0.0175318	1.000656366
0.017779157	1.000648618
0.018026478	1.00064075
0.018273761	1.000632763
0.018521007	1.000624776
0.018768217	1.00061667
0.01901539	1.000608444
0.019262526	1.000600219
0.019509625	1.000591993
0.019816582	1.000583529
