#	65x65	stretched	0.00077
0	0		
7.49868E-05	0.101719111		
0.000228246	0.307732791		
0.00038822	0.512262702		
0.000555204	0.697909355		
0.000729504	0.844218969		
0.000911441	0.939190686		
0.00110135	0.98662591		
0.00129958	1.00240922		
0.001506495	1.003984451		
0.001722477	1.002384901		
0.001947922	1.001434684		
0.002183244	1.00125587		
0.002428878	1.001300097		
0.002685274	1.001331806		
0.002952904	1.001336694		
0.003232261	1.001335621		
0.003523857	1.001335144		
0.00382823	1.001334906		
0.004145939	1.00133419		
0.004477568	1.001333237		
0.004823728	1.001331687		
0.005185055	1.00132978		
0.005562214	1.001327395		
0.005955898	1.001324534		
0.006366831	1.001321316		
0.006795769	1.001317501		
0.007243501	1.001313329		
0.00771085	1.00130856		
0.008198676	1.001303196		
0.008707877	1.001297355		
0.009239388	1.001290798		
0.009794187	1.001283646		
0.010373294	1.001275778		
0.010977775	1.001267076		
0.011608742	1.001257658		
0.012267355	1.001247168		
0.012954824	1.001235843		
0.013672415	1.001223445		
0.014421448	1.001209855		
0.015203299	1.001195192		
0.016019408	1.001179099		
0.016871274	1.001161575		
0.017760465	1.001142621		
0.018688615	1.001122117		
0.019657434	1.001099825		
0.020668702	1.001075745		
0.021724279	1.001049757		
0.022826106	1.001021624		
0.024194416	1.000991464		
0.0125	1.00095892		
