"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,         152,      -13.24098116,      -13.28313743,      -12.88621061,      -11.44545664
          0,           0,         153,      -13.28162957,      -13.32434069,      -12.92697707,      -11.48610893
          0,           0,         154,      -13.32200894,      -13.36545209,      -12.96744024,      -11.52646278
          0,           0,         155,       -13.3619079,      -13.40578993,      -13.00760836,      -11.56633594
          0,           0,         156,       -13.4024119,      -13.44675433,       -13.0482953,      -11.60684564
          0,           0,         157,      -13.44304019,      -13.48791373,      -13.08887997,       -11.6474616
          0,           0,         158,       -13.4828924,      -13.52818059,      -13.12897955,      -11.68728266
          0,           0,         159,      -13.52323017,      -13.56874527,      -13.16946927,      -11.72762078
          0,           0,         160,      -13.56408034,      -13.61002908,      -13.21019299,      -11.76847165
          0,           0,         161,      -13.60413653,      -13.65067869,      -13.25043888,      -11.80849829
          0,           0,         162,      -13.64433253,      -13.69095207,      -13.29074141,      -11.84868504
          0,           0,         163,      -13.68525529,       -13.7322644,      -13.33156708,      -11.88961702
          0,           0,         164,      -13.72571041,      -13.77326664,      -13.37204133,      -11.93005098
          0,           0,         165,      -13.76580175,      -13.81337076,       -13.4122298,      -11.97012314
          0,           0,         166,      -13.80647902,      -13.85426478,      -13.45292849,      -12.01081154
          0,           0,         167,      -13.84721825,      -13.89521602,      -13.49347009,      -12.05154195
          0,           0,         168,      -13.88731584,      -13.93550492,       -13.5336254,      -12.09161441
          0,           0,         169,      -13.92770216,      -13.97602788,      -13.57407812,      -12.13200637
          0,           0,         170,      -13.96858113,       -14.0169766,      -13.61468033,      -12.17288876
          0,           0,         171,      -14.00884803,      -14.05763321,       -13.6549244,      -12.21313121
          0,           0,         172,      -14.04909701,      -14.09780405,      -13.69515128,      -12.25337613
          0,           0,         173,      -14.09003796,      -14.13881769,      -13.73587586,      -12.29432838
          0,           0,         174,      -14.13050715,      -14.17956856,       -13.7761986,      -12.33477939
          0,           0,         175,      -14.17063225,      -14.21938313,      -13.81623231,      -12.37489024
          0,           0,         176,      -14.21151755,       -14.2603413,      -13.85693253,      -12.41578877
          0,           0,         177,      -14.25232256,      -14.30130045,      -13.89739317,      -12.45658595
          0,           0,         178,      -14.29245814,      -14.34136352,      -13.93747595,      -12.49670049
          0,           0,         179,       -14.3332207,      -14.38206445,      -13.97803453,      -12.53747207
          0,           0,         180,      -14.37428028,      -14.42308052,      -14.01862757,      -12.57853488
          0,           0,         181,      -14.41468161,      -14.46366175,      -14.05893731,      -12.61891565
          0,           0,         182,      -14.45521114,      -14.50380493,      -14.09921318,      -12.65944429
          0,           0,         183,      -14.49619708,       -14.5446108,       -14.1398177,      -12.70044082
          0,           0,         184,      -14.53691518,      -14.58539808,      -14.18021418,      -12.74114432
          0,           0,         185,      -14.57731261,      -14.62539432,      -14.22029976,      -12.78153104
          0,           0,         186,      -14.61812949,      -14.66620154,      -14.26089761,      -12.82236112
          0,           0,         187,      -14.65912711,      -14.70700555,      -14.30133735,      -12.86335332
          0,           0,         188,      -14.69954179,      -14.74724227,       -14.3414592,      -12.90375193
          0,           0,         189,      -14.74032781,        -14.787921,      -14.38198784,      -12.94454718
          0,           0,         190,      -14.78150023,      -14.82868999,      -14.42250828,      -12.98572133
          0,           0,         191,      -14.82193095,      -14.86911016,      -14.46270992,      -13.02613523
          0,           0,         192,      -14.86262599,      -14.90921013,      -14.50295923,      -13.06683208
          0,           0,         193,      -14.90386729,      -14.95018557,       -14.5435899,      -13.10808286
          0,           0,         194,      -14.94454054,      -14.99095826,      -14.58392825,       -13.1487431
          0,           0,         195,      -14.98514541,      -15.03084389,       -14.6240381,      -13.18933832
          0,           0,         196,      -15.02634603,      -15.07195983,      -14.66475688,      -13.23055094
          0,           0,         197,      -15.06739812,      -15.11280962,      -14.70519307,      -13.27160112
          0,           0,         198,      -15.10805827,      -15.15300809,      -14.74542264,      -13.31224551
          0,           0,         199,      -15.14901011,       -15.1937092,       -14.7859606,      -13.35320739
          0,           0,         200,      -15.19019359,      -15.23423571,       -14.8263677,      -13.39439015
          0,           0,         201,      -15.23100433,      -15.27490306,      -14.86673889,      -13.43518836
          0,           0,         202,      -15.27176589,       -15.3151887,      -14.90698479,      -13.47595322
          0,           0,         203,      -15.31295325,      -15.35587433,      -14.94752419,      -13.51714913
          0,           0,         204,      -15.35395121,      -15.39677319,      -14.98796355,      -13.55812767
          0,           0,         205,      -15.39472641,       -15.4369142,      -15.02812311,      -13.59890769
          0,           0,         206,      -15.43595618,      -15.47790675,      -15.06882726,       -13.6401473
          0,           0,         207,      -15.47712431,      -15.51866038,      -15.10926048,      -13.68130628
          0,           0,         208,      -15.51780244,      -15.55870826,      -15.14940863,      -13.72198424
          0,           0,         209,      -15.55900444,      -15.59955925,      -15.19001781,      -13.76318316
          0,           0,         210,      -15.60030377,      -15.64026804,         -15.23045,      -13.80448248
          0,           0,         211,      -15.64100393,      -15.68075595,      -15.27075803,      -13.84517518
          0,           0,         212,       -15.6821431,      -15.72123556,      -15.31117101,      -13.88630774
          0,           0,         213,       -15.7235235,      -15.76217317,      -15.35178295,      -13.92770319
          0,           0,         214,      -15.76457071,      -15.80311942,      -15.39229334,      -13.96873395
          0,           0,         215,      -15.80563087,      -15.84333779,      -15.43259232,      -14.00979673
          0,           0,         216,       -15.8468302,       -15.8841685,      -15.47321958,      -14.05099956
          0,           0,         217,      -15.88810762,      -15.92489549,      -15.51368659,      -14.09227857
          0,           0,         218,       -15.9291129,      -15.96526881,       -15.5539872,      -14.13328155
          0,           0,         219,        -15.970132,      -16.00605699,      -15.59454235,      -14.17430391
          0,           0,         220,      -16.01151791,      -16.04661504,      -15.63497383,      -14.21569151
