#	65x65	uniform	0.0015
0	0		
0.000384943	0.297099054		
0.001154772	0.770630717		
0.001924487	0.992288172		
0.002694088	1.030827045		
0.003463576	1.015820622		
0.004232949	1.00542438		
0.005002209	1.003487825		
0.005771354	1.003844619		
0.006540386	1.004104257		
0.007309304	1.004133224		
0.008078108	1.004104853		
0.008846798	1.004076123		
0.009615373	1.004048109		
0.010383836	1.004016876		
0.011152184	1.003982186		
0.011920419	1.003944278		
0.01268854	1.003903627		
0.013456547	1.003860235		
0.01422444	1.003814459		
0.014992219	1.003766179		
0.015759885	1.003715634		
0.016527437	1.003662825		
0.017294875	1.003607988		
0.018062199	1.003551006		
0.01882941	1.003492117		
0.019596508	1.003431439		
0.020363491	1.003368855		
0.02113036	1.00330472		
0.021897116	1.003238678		
0.022663758	1.003171206		
0.023430286	1.003102303		
0.024196701	1.003031731		
0.01228994	1.002959967		
