"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,         128,      -12.32769367,       -12.2535314,      -12.16726105,      -10.54222862
          0,           0,         129,      -12.36953738,      -12.30080404,       -12.2133497,      -10.58378491
          0,           0,         130,      -12.41286153,      -12.34916542,      -12.26046211,      -10.62688507
          0,           0,         131,      -12.45420224,      -12.39620048,       -12.3045864,      -10.66784156
          0,           0,         132,       -12.4954636,      -12.44291774,      -12.34990098,      -10.70879153
          0,           0,         133,      -12.53919761,      -12.49160591,       -12.3984714,      -10.75236825
          0,           0,         134,      -12.58171172,      -12.53958567,      -12.44447712,      -10.79458338
          0,           0,         135,      -12.62270096,      -12.58600253,      -12.48956904,      -10.83523984
          0,           0,         136,      -12.66620395,        -12.634474,      -12.53908638,      -10.87860752
          0,           0,         137,       -12.7099026,      -12.68336383,      -12.58750268,      -10.92210468
          0,           0,         138,      -12.75076787,        -12.729629,      -12.63224374,      -10.96262416
          0,           0,         139,      -12.79304597,      -12.77694003,      -12.68060166,      -11.00472997
          0,           0,         140,      -12.83718712,      -12.82612649,      -12.73031513,      -11.04874596
          0,           0,         141,       -12.8783017,      -12.87273168,       -12.7744731,      -11.08953304
          0,           0,         142,      -12.91900664,      -12.91864341,      -12.81969326,      -11.12999955
          0,           0,         143,      -12.96274107,      -12.96758251,      -12.86937138,      -11.17364945
          0,           0,         144,       -13.0046917,      -13.01505386,      -12.91386763,      -11.21533532
          0,           0,         145,      -13.04435865,      -13.05986811,      -12.95589502,      -11.25470761
          0,           0,         146,      -13.08721094,      -13.10795443,      -13.00473421,      -11.29747991
          0,           0,         147,      -13.13042655,       -13.1565783,      -13.05135295,      -11.34052578
          0,           0,         148,      -13.17002908,      -13.20116815,      -13.09206444,      -11.37981195
          0,           0,         149,      -13.21188834,      -13.24792031,      -13.13943817,      -11.42156399
          0,           0,         150,      -13.25631842,      -13.29785258,      -13.18944273,      -11.46592187
          0,           0,         151,      -13.29690759,      -13.34366907,       -13.2316081,      -11.50622116
          0,           0,         152,      -13.33774396,      -13.38877021,      -13.27691307,      -11.54689697
          0,           0,         153,      -13.38249365,      -13.43908674,      -13.32958341,      -11.59163633
          0,           0,         154,      -13.42476192,      -13.48688234,      -13.37499668,      -11.63368788
          0,           0,         155,      -13.46468856,      -13.53049833,      -13.41762233,      -11.67339098
          0,           0,         156,      -13.50837802,      -13.57943889,      -13.46991024,      -11.71707582
          0,           0,         157,      -13.55226647,      -13.62890982,      -13.51852276,      -11.76084149
          0,           0,         158,      -13.59190695,       -13.6723385,        -13.558691,      -11.80021978
          0,           0,         159,      -13.63378421,      -13.71881121,      -13.60718648,      -11.84205017
          0,           0,         160,      -13.67855188,      -13.76923685,      -13.65835304,      -11.88678124
          0,           0,         161,      -13.71889748,      -13.81396782,      -13.69810413,      -11.92687369
          0,           0,         162,      -13.75919606,      -13.85761421,      -13.74118988,      -11.96705814
          0,           0,         163,      -13.80391283,       -13.9080978,      -13.79412549,      -12.01179556
          0,           0,         164,      -13.84587817,      -13.95509786,      -13.83659165,      -12.05356674
          0,           0,         165,      -13.88529254,      -13.99658423,      -13.87515664,      -12.09279934
          0,           0,         166,      -13.92923362,      -14.04600497,      -13.92807054,      -12.13677817
          0,           0,         167,      -13.97328932,      -14.09590966,      -13.97587969,      -12.18073138
          0,           0,         168,      -14.01271582,       -14.1374497,      -14.01313258,      -12.21993178
          0,           0,         169,       -14.0553555,      -14.18416609,      -14.06328654,      -12.26257686
          0,           0,         170,      -14.10096121,      -14.23618822,      -14.11677587,      -12.30817503
          0,           0,         171,      -14.14147815,      -14.28016293,       -14.1562296,      -12.34847341
          0,           0,         172,      -14.18258235,      -14.32300736,      -14.20092975,      -12.38950989
